simulation_id,SEM-0001,SEM-0002,SEM-0003,SEM-0004,SEM-0005,SEM-0006,SEM-0007,SEM-0008,SEM-0009,SEM-0010,SEM-0011,SEM-0012
127,44.98390585369886,86.17280437510878,56.70394979860065,63.21499934496951,62.0452567594473,53.73443496914583,53.287561863892755,53.32120187745816,52.33472823563798,52.4762979052572,70.18787074982023,69.58617945027642
128,49.19366970512613,85.71266035122058,56.24380577471245,62.754855321081315,61.5851127355591,54.69661501354527,54.249741908292194,54.2833819218576,53.29690828003743,53.43847794965664,70.95731988386773,70.35562858432392
129,45.9369485542085,86.33093002109243,56.862075444584306,63.373124990953166,62.20338240543095,49.058444533126256,48.611571427873166,48.645211441438576,47.658737799618414,47.80030746923762,68.21846796300991,67.61677666346611
130,45.35234817511288,84.25244672509066,54.783592148582535,61.2946416949514,60.12489910942919,50.038985318692106,49.59211221343903,49.62575222700444,48.639278585184265,48.78084825480348,68.6190510115828,68.017359712039
131,50.75692562079327,87.57926651339753,58.110411936889385,64.62146148325824,63.45171889773603,53.4694160232446,53.02254291799151,53.05618293155692,52.06970928973674,52.21127895935596,70.13936156652069,69.53767026697687
132,47.794291070501096,85.44601319081677,55.97715861430864,62.4882081606775,61.31846557515529,50.81312457899172,50.36625147373863,50.39989148730404,49.41341784548386,49.55498751510308,69.04580812960438,68.44411683006057
133,48.49916485172162,86.44069884363567,56.971844267127544,63.482893813496396,62.313151227974195,52.03198507408722,51.58511196883414,51.618751982399544,50.632278340579376,50.773848010198584,69.77503535861283,69.17334405906901
134,39.51263635777934,83.19673110976858,53.727876533260456,60.238926079629316,59.0691834941071,49.42737150368699,48.9804983984339,49.01413841199931,48.027664770179136,48.169234439798345,68.10757718563411,67.50588588609031
135,46.712693315161346,86.87804276707645,57.409188190568315,63.92023773693718,62.75049515141497,48.87318802209335,48.42631491684026,48.45995493040567,47.473481288585496,47.615050958204705,68.40334813515986,67.80165683561606
136,49.37522047003033,88.27800232228402,58.80914774577588,65.32019729214474,64.15045470662253,49.058552221816534,48.611679116563444,48.64531913012885,47.65884548830868,47.80041515792789,68.47996222000808,67.87827092046427
